AT1G01010	60
AT1G01020	49
AT1G01030	20
AT1G01040	90
AT1G01050	60
AT1G01060	8
AT1G01070	1
AT1G01080	184
AT1G01090	453
AT1G01100	361
AT1G01110	0
AT1G01120	174
AT1G01130	9
AT1G01140	134
AT1G01150	0
AT1G01160	212
AT1G01170	29
AT1G01180	58
AT1G01190	2
AT1G01200	0
AT1G01210	143
AT1G01220	34
AT1G01225	3
AT1G01230	77
AT1G01240	33
AT1G01250	2
AT1G01260	54
AT1G01290	19
AT1G01300	224
AT1G01310	0
AT1G01320	966
AT1G01340	91
AT1G01350	31
AT1G01355	0
AT1G01360	11
AT1G01370	0
AT1G01380	1
AT1G01390	9
AT1G01420	46
AT1G01430	83
AT1G01440	54
AT1G01448	39
AT1G01450	0
AT1G01453	3
AT1G01470	565
AT1G01480	88
AT1G01490	190
AT1G01500	161
AT1G01510	64
AT1G01520	1
AT1G01540	89
AT1G01550	1064
AT1G01560	88
AT1G01570	0
AT1G01580	0
AT1G01590	3
AT1G01600	4
AT1G01610	326
AT1G01620	299
AT1G01630	105
AT1G01640	12
AT1G01650	297
AT1G01660	10
AT1G01670	10
AT1G01680	33
AT1G01690	1
AT1G01695	0
AT1G01700	4
AT1G01710	96
AT1G01720	199
AT1G01725	22
AT1G01730	108
AT1G01740	4
AT1G01750	2
AT1G01760	4
AT1G01770	45
AT1G01780	25
AT1G01790	141
AT1G01800	64
AT1G01810	5
AT1G01820	236
AT1G01830	12
AT1G01840	4
AT1G01860	136
AT1G01880	0
AT1G01900	21
AT1G01910	202
AT1G01920	25
AT1G01930	30
AT1G01940	26
AT1G01950	27
AT1G01960	240
AT1G01970	37
AT1G01990	200
AT1G02000	89
AT1G02010	22
AT1G02020	133
AT1G02030	1
AT1G02040	0
AT1G02050	8
AT1G02060	14
AT1G02065	3
AT1G02080	290
AT1G02090	304
AT1G02100	46
AT1G02110	52
AT1G02120	1325
AT1G02130	123
AT1G02140	349
AT1G02145	29
AT1G02150	160
AT1G02160	42
AT1G02170	629
AT1G02180	3
AT1G02190	2
AT1G02205	394
AT1G02210	0
AT1G02220	15
AT1G02230	8
AT1G02260	33
AT1G02270	260
AT1G02280	23
AT1G02290	22
AT1G02300	40
AT1G02305	156
AT1G02310	3
AT1G02330	59
AT1G02335	24
AT1G02340	0
AT1G02350	0
AT1G02360	319
AT1G02370	10
AT1G02380	1
AT1G02390	111
AT1G02391	0
AT1G02400	118
AT1G02405	20
AT1G02410	28
AT1G02420	2
AT1G02430	14
AT1G02440	5
AT1G02450	56
AT1G02460	197
AT1G02470	1
AT1G02475	470
AT1G02500	5054
AT1G02510	0
AT1G02520	9
AT1G02530	0
AT1G02540	0
AT1G02550	0
AT1G02560	487
AT1G02570	3
AT1G02580	1
AT1G02590	0
AT1G02610	9
AT1G02620	8
AT1G02640	5
AT1G02650	10
AT1G02660	41
AT1G02670	0
AT1G02680	167
AT1G02681	0
AT1G02690	2
AT1G02700	3
AT1G02710	34
AT1G02720	78
AT1G02730	3
AT1G02740	30
AT1G02750	26
AT1G02770	0
AT1G02780	1761
AT1G02790	1
AT1G02800	0
AT1G02813	1
AT1G02816	29
AT1G02820	31
AT1G02840	184
AT1G02850	32
AT1G02860	16
AT1G02870	46
AT1G02880	51
AT1G02890	209
AT1G02900	3
AT1G02910	212
AT1G02920	4460
AT1G02930	7372
AT1G02940	7
AT1G02950	4
AT1G02960	10
AT1G02970	0
AT1G02980	0
AT1G02990	39
AT1G03000	53
AT1G03010	0
AT1G03020	2
AT1G03022	0
AT1G03030	59
AT1G03040	317
AT1G03050	1
AT1G03055	5
AT1G03060	144
AT1G03070	0
AT1G03080	223
AT1G03090	37
AT1G03100	4
AT1G03103	0
AT1G03106	0
AT1G03110	11
AT1G03120	1
AT1G03130	7431
AT1G03140	126
AT1G03150	60
AT1G03160	221
AT1G03170	0
AT1G03180	4
AT1G03190	34
AT1G03200	13
AT1G03210	66
AT1G03220	819
AT1G03230	210
AT1G03250	57
AT1G03260	49
AT1G03270	1
AT1G03280	45
AT1G03290	142
AT1G03300	1
AT1G03310	34
AT1G03320	0
AT1G03330	36
AT1G03340	3
AT1G03350	129
AT1G03360	18
AT1G03370	370
AT1G03380	101
AT1G03390	0
AT1G03400	302
AT1G03410	9
AT1G03420	0
AT1G03430	38
AT1G03440	44
AT1G03445	0
AT1G03457	8
AT1G03470	3
AT1G03475	691
AT1G03490	0
AT1G03495	10
AT1G03502	1
