FBgn0000003	0
FBgn0000008	619
FBgn0000014	91
FBgn0000015	73
FBgn0000017	2668
FBgn0000018	328
FBgn0000022	0
FBgn0000024	37
FBgn0000028	42
FBgn0000032	833
FBgn0000036	2
FBgn0000037	46
FBgn0000038	0
FBgn0000039	0
FBgn0000042	51860
FBgn0000043	25018
FBgn0000044	183
FBgn0000045	29
FBgn0000046	621
FBgn0000047	19
FBgn0000052	3428
FBgn0000053	2419
FBgn0000054	815
FBgn0000055	3
FBgn0000056	0
FBgn0000057	551
FBgn0000061	0
FBgn0000063	243
FBgn0000064	4545
FBgn0000071	220
FBgn0000075	19
FBgn0000077	266
FBgn0000078	46
FBgn0000079	65
FBgn0000083	5166
FBgn0000084	1511
FBgn0000092	22
FBgn0000094	13
FBgn0000097	1596
FBgn0000099	0
FBgn0000100	35683
FBgn0000108	19
FBgn0000109	179
FBgn0000114	57
FBgn0000115	559
FBgn0000116	2477
FBgn0000117	10533
FBgn0000119	482
FBgn0000120	0
FBgn0000121	9
FBgn0000137	0
FBgn0000139	828
FBgn0000140	483
FBgn0000146	1472
FBgn0000147	332
FBgn0000150	11751
FBgn0000152	353
FBgn0000153	3
FBgn0000157	0
FBgn0000158	8
FBgn0000163	1017
FBgn0000166	40
FBgn0000173	818
FBgn0000179	0
FBgn0000180	14
FBgn0000181	10893
FBgn0000182	0
FBgn0000183	1500
FBgn0000206	0
FBgn0000210	2430
FBgn0000212	3384
FBgn0000216	0
FBgn0000221	267
FBgn0000227	0
FBgn0000228	1525
FBgn0000229	1119
FBgn0000233	1
FBgn0000239	1275
FBgn0000241	36
FBgn0000244	581
FBgn0000246	233
FBgn0000247	1607
FBgn0000250	2019
FBgn0000251	16
FBgn0000253	3006
FBgn0000256	5021
FBgn0000257	836
FBgn0000259	1414
FBgn0000261	1679
FBgn0000273	978
FBgn0000274	0
FBgn0000276	49
FBgn0000277	34
FBgn0000278	28
FBgn0000279	24
FBgn0000280	0
FBgn0000281	1
FBgn0000283	2275
FBgn0000286	633
FBgn0000287	0
FBgn0000289	5491
FBgn0000299	64340
FBgn0000303	18
FBgn0000307	1209
FBgn0000308	7929
FBgn0000316	352
FBgn0000317	1233
FBgn0000318	971
FBgn0000319	14345
FBgn0000320	13
FBgn0000326	219
FBgn0000330	317
FBgn0000337	10
FBgn0000339	753
FBgn0000346	125
FBgn0000351	40
FBgn0000352	588
FBgn0000355	2
FBgn0000356	0
FBgn0000357	3
FBgn0000358	0
FBgn0000359	0
FBgn0000360	6
FBgn0000370	8747
FBgn0000376	1567
FBgn0000377	824
FBgn0000382	741
FBgn0000384	285
FBgn0000392	0
FBgn0000394	257
FBgn0000395	404
FBgn0000404	1756
FBgn0000405	2639
FBgn0000406	172
FBgn0000409	2847
FBgn0000411	0
FBgn0000412	2634
FBgn0000413	1662
FBgn0000414	1659
FBgn0000416	21836
FBgn0000422	11
FBgn0000426	516
FBgn0000427	0
FBgn0000439	0
FBgn0000442	0
FBgn0000447	634
FBgn0000448	0
FBgn0000449	0
FBgn0000451	19
FBgn0000454	3249
FBgn0000455	652
FBgn0000459	17
FBgn0000463	26
FBgn0000464	988
FBgn0000473	39
FBgn0000477	1
FBgn0000479	2475
FBgn0000482	1239
FBgn0000489	93
FBgn0000490	517
FBgn0000492	3
FBgn0000497	3
FBgn0000499	1094
FBgn0000500	5
FBgn0000504	85
FBgn0000520	590
FBgn0000524	522
FBgn0000527	120
FBgn0000529	0
FBgn0000533	8
FBgn0000535	255
FBgn0000536	1630
FBgn0000541	4213
FBgn0000542	444
FBgn0000543	654
FBgn0000546	1534
FBgn0000547	71
FBgn0000551	0
FBgn0000552	0
FBgn0000556	95776
FBgn0000557	217
FBgn0000559	92229
FBgn0000560	0
FBgn0000562	785
FBgn0000564	0
FBgn0000565	530
FBgn0000566	804
FBgn0000567	492
FBgn0000568	3037
FBgn0000575	422
FBgn0000576	0
FBgn0000577	21
FBgn0000578	3366
FBgn0000579	9875
FBgn0000581	2827
FBgn0000588	201
FBgn0000591	0
FBgn0000592	2
FBgn0000594	0
FBgn0000606	0
FBgn0000611	1253
FBgn0000615	769
FBgn0000617	800
FBgn0000618	112
FBgn0000625	0
FBgn0000629	1212
FBgn0000633	27
FBgn0000635	171
FBgn0000636	104
FBgn0000639	17
FBgn0000640	1
FBgn0000644	7
FBgn0000658	2
FBgn0000659	0
FBgn0000662	1031
FBgn0000667	1765
FBgn0000709	1751
FBgn0000711	901
FBgn0000715	3
FBgn0000719	1370
FBgn0000721	3228
FBgn0000723	2296
FBgn0000808	104
FBgn0000810	98
FBgn0000826	167
FBgn0000927	24
FBgn0000928	675
FBgn0000964	2
FBgn0000996	996
FBgn0001075	48
FBgn0001077	0
FBgn0001078	523
FBgn0001079	383
FBgn0001083	284
FBgn0001084	120
FBgn0001085	16
FBgn0001086	1021
FBgn0001087	758
FBgn0001089	13
FBgn0001090	84
FBgn0001091	4000
FBgn0001092	8072
FBgn0001098	480
FBgn0001099	0
FBgn0001104	5565
FBgn0001105	3073
FBgn0001108	2005
FBgn0001112	1
FBgn0001114	29396
FBgn0001120	2
FBgn0001122	1228
FBgn0001123	908
FBgn0001124	1187
FBgn0001125	3124
FBgn0001128	538
FBgn0001133	519
FBgn0001134	5
FBgn0001137	529
FBgn0001138	0
FBgn0001139	4315
FBgn0001142	527
FBgn0001145	465
FBgn0001147	0
FBgn0001148	0
FBgn0001149	2355
FBgn0001150	11
FBgn0001168	1513
FBgn0001169	1335
FBgn0001170	0
FBgn0001174	0
FBgn0001179	1166
FBgn0001180	13
FBgn0001185	279
FBgn0001186	1458
FBgn0001187	14
FBgn0001189	871
FBgn0001197	1844
FBgn0001202	425
FBgn0001206	346
FBgn0001208	0
FBgn0001215	4195
FBgn0001216	61
FBgn0001217	3
FBgn0001218	17013
FBgn0001220	4868
FBgn0001222	1463
FBgn0001223	0
FBgn0001224	366
FBgn0001225	388
FBgn0001226	232
FBgn0001227	1
FBgn0001228	0
FBgn0001229	2
FBgn0001230	250
FBgn0001233	32096
FBgn0001234	1018
FBgn0001235	0
FBgn0001247	936
FBgn0001248	5986
FBgn0001250	179
FBgn0001253	17
FBgn0001254	0
FBgn0001255	10
FBgn0001256	13
FBgn0001257	2459
FBgn0001258	985
FBgn0001259	6
FBgn0001263	52
FBgn0001269	0
FBgn0001276	112
FBgn0001280	528
FBgn0001281	5
FBgn0001285	0
FBgn0001291	1070
FBgn0001296	107
FBgn0001297	7116
FBgn0001301	699
FBgn0001308	2839
FBgn0001311	78
FBgn0001313	0
FBgn0001316	8520
FBgn0001319	40
FBgn0001320	0
FBgn0001321	2
FBgn0001323	0
FBgn0001324	1528
FBgn0001325	0
FBgn0001330	510
FBgn0001332	1075
FBgn0001341	445
FBgn0001404	1061
FBgn0001491	242
FBgn0001565	1650
FBgn0001612	596
FBgn0001624	8081
FBgn0001941	2274
FBgn0001942	52566
FBgn0001961	6983
FBgn0001965	1110
FBgn0001967	0
FBgn0001970	8
FBgn0001974	373
FBgn0001977	416
FBgn0001978	5355
FBgn0001981	0
FBgn0001983	0
FBgn0001986	1341
FBgn0001987	1429
FBgn0001989	849
FBgn0001990	322
FBgn0001991	116
FBgn0001992	4
FBgn0001994	985
FBgn0001995	496
FBgn0002021	385
FBgn0002022	1011
FBgn0002023	12
FBgn0002031	3675
FBgn0002036	108
FBgn0002044	2108
FBgn0002069	787
FBgn0002121	3285
FBgn0002174	1776
FBgn0002183	6329
FBgn0002283	287
FBgn0002284	1381
FBgn0002306	44
FBgn0002354	183
FBgn0002413	2837
FBgn0002431	2540
FBgn0002440	13
FBgn0002441	1609
FBgn0002466	1610
FBgn0002521	390
FBgn0002522	0
FBgn0002524	4749
FBgn0002525	3460
FBgn0002526	28942
FBgn0002531	1
FBgn0002533	0
FBgn0002534	0
FBgn0002535	0
FBgn0002542	1285
FBgn0002543	178
FBgn0002552	931
FBgn0002561	0
FBgn0002562	0
FBgn0002563	5
FBgn0002564	6
FBgn0002565	0
FBgn0002566	1563
FBgn0002567	119
FBgn0002569	4
FBgn0002570	10
FBgn0002571	3
FBgn0002573	0
FBgn0002576	455
FBgn0002577	100
FBgn0002578	2
FBgn0002579	14482
FBgn0002590	40279
FBgn0002592	7
FBgn0002593	25858
FBgn0002607	41859
FBgn0002609	52
FBgn0002622	41467
FBgn0002626	31900
FBgn0002629	0
FBgn0002631	0
FBgn0002632	3
FBgn0002633	0
FBgn0002638	3373
FBgn0002641	513
FBgn0002643	2559
FBgn0002645	2832
FBgn0002673	130
FBgn0002707	273
FBgn0002709	58
FBgn0002715	11
FBgn0002716	5
FBgn0002719	4621
FBgn0002723	202
FBgn0002732	1
FBgn0002733	235
FBgn0002734	1
FBgn0002735	4
FBgn0002736	526
FBgn0002772	9
FBgn0002773	86
FBgn0002774	1162
FBgn0002775	300
FBgn0002778	1862
FBgn0002780	2453
FBgn0002781	8516
FBgn0002783	3713
FBgn0002787	1793
FBgn0002789	10
FBgn0002791	461
FBgn0002838	2
FBgn0002842	7
FBgn0002855	0
FBgn0002856	0
FBgn0002862	0
FBgn0002863	0
FBgn0002865	0
FBgn0002868	90
FBgn0002869	1
FBgn0002872	772
FBgn0002873	1730
FBgn0002878	627
FBgn0002887	763
FBgn0002891	786
FBgn0002899	495
FBgn0002901	136
FBgn0002905	561
FBgn0002906	544
FBgn0002909	0
FBgn0002914	2392
FBgn0002917	25
FBgn0002921	12235
FBgn0002922	22
FBgn0002924	3232
FBgn0002926	153
FBgn0002930	0
FBgn0002931	52
FBgn0002932	476
FBgn0002933	0
FBgn0002936	0
FBgn0002937	8
FBgn0002938	34
FBgn0002939	38
FBgn0002940	2
FBgn0002941	0
FBgn0002945	16
FBgn0002948	331
FBgn0002962	32
FBgn0002973	398
FBgn0002985	0
FBgn0002989	356
FBgn0003002	3
FBgn0003008	153
FBgn0003009	0
FBgn0003011	2
FBgn0003015	11
FBgn0003016	367
FBgn0003023	35
FBgn0003028	91
FBgn0003034	0
FBgn0003041	2864
FBgn0003042	142
FBgn0003044	624
FBgn0003046	6
FBgn0003048	1757
FBgn0003053	257
FBgn0003057	0
FBgn0003060	0
FBgn0003062	3550
FBgn0003065	0
FBgn0003067	0
FBgn0003068	202
FBgn0003071	1902
FBgn0003074	2288
FBgn0003076	1314
FBgn0003079	896
FBgn0003082	1121
FBgn0003086	0
FBgn0003087	55
FBgn0003089	176
FBgn0003090	15
FBgn0003091	42
FBgn0003093	811
FBgn0003114	0
FBgn0003116	176
FBgn0003117	4452
FBgn0003118	4072
FBgn0003124	1860
FBgn0003129	4
FBgn0003130	2
FBgn0003132	0
FBgn0003134	538
